Username,Score,At,Content,Aplikator
Pengguna Google,4,2024-09-04 17:11:24,trimaksh,Easy Cash
Pengguna Google,3,2024-09-04 17:03:20,mantap,Easy Cash
Pengguna Google,5,2024-09-04 16:54:54,Apk yg sangat membantu,Easy Cash
Pengguna Google,5,2024-09-04 16:54:50,Okelah,Easy Cash
Pengguna Google,5,2024-09-04 16:42:40,Cukup baik,Easy Cash
Pengguna Google,3,2024-09-04 16:36:19,bintang 3 dulu,Easy Cash
Pengguna Google,3,2024-09-04 16:34:22,bissmillah,Easy Cash
Pengguna Google,1,2024-09-04 16:22:30,Pinjaman ulang selalu di tolak padahal belum pernah telat bayar,Easy Cash
Pengguna Google,5,2024-09-04 16:00:28,mudah dan cepat,Easy Cash
Pengguna Google,2,2024-09-04 15:55:41,tidak bisa dpkai,Easy Cash
Pengguna Google,5,2024-09-04 15:54:43,aplikasinya sangat mudah utk pinjaman online,Easy Cash
Pengguna Google,4,2024-09-04 15:52:56,terbaik pokoknya?tapi kalau bisa sebulan 1 x jangan 2x bos? waktunya pun Deket,Easy Cash
Pengguna Google,5,2024-09-04 15:49:28,"membatu pas lagi darurat , thank you ðŸ™",Easy Cash
Pengguna Google,3,2024-09-04 15:43:59,"Kenapa ya limit ku Gak bisa Naik, Cuma 400 terus padahal udah sering Pinjam",Easy Cash
Pengguna Google,5,2024-09-04 15:43:02,"Yank terhormat semua pimpinan dan customer servis easycash saya katirin per tanggal 4 September 2024 jam 22:39 menerangkan dengan ini saya telah melunasi dan menghapus akun saya di karnakan saya sudah tidak lagi mengunakan pinjoll dan easy cashh maka dengan ini apa apala sampai ada yang mengunakan easy cash dengan nama saya murni ini bukan saya,demikian trimakasih",Easy Cash
Pengguna Google,4,2024-09-04 15:30:50,Udah bagus sih cmn jarak pembayaran terlalu dekat kadang sebulan 3x malah,Easy Cash
Pengguna Google,4,2024-09-04 15:27:13,mudah cair dan mudah dievaluasi,Easy Cash
Pengguna Google,5,2024-09-04 15:21:36,mantap,Easy Cash
Pengguna Google,5,2024-09-04 15:16:15,sangat membantu,Easy Cash
Pengguna Google,4,2024-09-04 15:13:03,Pengajuan kedua langsung ditolak padahal sudah beres dengan peminjaman dan juga tidak sampai jatuj tempo.. dan limit hilang,Easy Cash
Pengguna Google,5,2024-09-04 15:08:27,oke,Easy Cash
Pengguna Google,1,2024-09-04 15:04:49,Aplikasi ngak jelas,Easy Cash
Pengguna Google,5,2024-09-04 14:45:36,kerennnn bagus sekali,Easy Cash
Pengguna Google,5,2024-09-04 14:45:25,"sangat membantu di saat genting,I love easycash",Easy Cash
Pengguna Google,3,2024-09-04 14:44:17,mudah2an diterimah,Easy Cash
Pengguna Google,5,2024-09-04 14:43:56,kasih bintang biar keliatan. gila nelfonin sampe jam 7 malem,Easy Cash
Pengguna Google,5,2024-09-04 14:43:38,bagus sekali,Easy Cash
Pengguna Google,5,2024-09-04 14:38:21,mntap,Easy Cash
Pengguna Google,1,2024-09-04 14:38:10,Jelek sekali,Easy Cash
Pengguna Google,5,2024-09-04 14:36:19,baik,Easy Cash
Pengguna Google,3,2024-09-04 14:34:11,"bagus,membantu,tp kalau bisa perbulan bayarnya",Easy Cash
Pengguna Google,1,2024-09-04 14:25:39,setelah di lunasin palah nggak bisa pengajuan/limit 0 nggak naik,Easy Cash
Pengguna Google,5,2024-09-04 14:20:23,sangat bagus,Easy Cash
Pengguna Google,1,2024-09-04 14:09:28,"Tolong data saya di hapus, jangan bolak-balik nelpon gk tau waktu saya itu cuman mau lihat aja bukan mau minjam",Easy Cash
Pengguna Google,5,2024-09-04 14:03:20,Sangat cepat,Easy Cash
Pengguna Google,5,2024-09-04 13:59:10,limit langsung banyak semoga cepat cair,Easy Cash
Pengguna Google,5,2024-09-04 13:52:55,sangat membantu sekali,Easy Cash
Pengguna Google,2,2024-09-04 13:52:11,Gimana ni kk Uda 3 bulan saya ga ada limit knp kah padalan bayar ga perna telat,Easy Cash
Pengguna Google,1,2024-09-04 13:46:47,"payah,sudah melunasi tagihan berharap bisa pengajuan lagi,,,ehhh malah limit berkurang",Easy Cash
Pengguna Google,1,2024-09-04 13:38:52,"Kecewa banget sih, Padahal ngk pernah bayar telat eh tiba-tiba limit nya kembali k semula bahkan sekarang ngk bisa Ngajuin pinjaman lagi,",Easy Cash
Pengguna Google,2,2024-09-04 13:32:21,Pinjaman pertama dikasih waktu 1 bulan sudah lunas semua. Kemudian rencana mau pinjam lagi tapi dikasih tenor per 15 hari? Sangat memberatkan min. Maaf saya ganti jadi bintang 2.,Easy Cash
Pengguna Google,1,2024-09-04 13:32:19,IKLAN RESE,Easy Cash
Pengguna Google,5,2024-09-04 13:30:30,sangat baik,Easy Cash
Pengguna Google,5,2024-09-04 13:17:36,Limit awal kecil tapi ga ribet,Easy Cash
Pengguna Google,5,2024-09-04 13:17:26,bagus sekali,Easy Cash
Pengguna Google,3,2024-09-04 13:10:07,"ribet trnyata..kl mo dpt limit kudu upload slip gaji,sedangkan Saya gajian kg pake slip gaji,kudu apload mutasi rekening,STNK,pasport segala..hhaaddeehh..kirain mah gampang dpt limit nya..gk sesuai sm iklan nya..",Easy Cash
Pengguna Google,5,2024-09-04 13:00:56,semoga pinjaman kedua limitnya bisa naik,Easy Cash
Pengguna Google,1,2024-09-04 12:55:24,"Sudah di bayar lunas, terus pas ajuhkan pinjaman lagi malah gagal, dan limit hilang, afk aneh gak jelass taikkk",Easy Cash
Pengguna Google,1,2024-09-04 12:55:23,Hapus akun aja g bsa..BUNGANYA JUGA GA KIRA2.. CUKUP TERJERAT PINJOL KYA GINI MENDINGN AKU LAKU JELAS G NYUSAHIN,Easy Cash
Pengguna Google,5,2024-09-04 12:54:18,"caernya cepat, sangat terbantu sangat mudah dlm pencairan nya.. terimakasih",Easy Cash
Pengguna Google,5,2024-09-04 12:53:23,sangat bermanfaat,Easy Cash
Pengguna Google,1,2024-09-04 12:47:39,Sudah isi data pas pengajuan malah gagal .. sampe data saya kenapa kenapa saya akan lapor ..,Easy Cash
Pengguna Google,5,2024-09-04 12:46:29,ok bagus bunga nya kecil,Easy Cash
Pengguna Google,5,2024-09-04 12:45:49,Pinjam ga ribet,Easy Cash
Pengguna Google,5,2024-09-04 12:45:19,"Walaupun limit saya jadi 200rb dari 2.3jt tapi saya tetap kasih ulasan bagus karna mungkin kesalahan saya karna melakukan pelunasan diawal, sehingga srkor kredit saya disistem jadi jelek",Easy Cash
Pengguna Google,5,2024-09-04 12:38:02,mantap,Easy Cash
Pengguna Google,1,2024-09-04 12:33:11,buruk,Easy Cash
Pengguna Google,5,2024-09-04 12:30:50,bagus,Easy Cash
Pengguna Google,5,2024-09-04 12:23:01,baik,Easy Cash
Pengguna Google,5,2024-09-04 12:15:42,Alhamdulillah sangat terbantu sekali jika di ACC,Easy Cash
Pengguna Google,5,2024-09-04 12:13:31,puas banget,Easy Cash
Pengguna Google,5,2024-09-04 12:04:24,Mantap,Easy Cash
Pengguna Google,5,2024-09-04 12:02:40,sangat membantu,Easy Cash
Pengguna Google,5,2024-09-04 11:57:15,Mantap,Easy Cash
Pengguna Google,5,2024-09-04 11:47:50,memuaska,Easy Cash
Pengguna Google,5,2024-09-04 11:30:43,bunga rendah mantap,Easy Cash
Pengguna Google,4,2024-09-04 11:23:23,Limit kecil,Easy Cash
Pengguna Google,5,2024-09-04 11:18:46,Sangat mudah pengajuannya,Easy Cash
Pengguna Google,5,2024-09-04 11:17:44,proses sangat cepat,Easy Cash
Pengguna Google,5,2024-09-04 11:10:17,aplikasi nya bagus sekali,Easy Cash
Pengguna Google,1,2024-09-04 11:08:22,"Belum pernah pinjam kemana2, tapi pengajuan di tolak,,aneh tapi nyata",Easy Cash
Pengguna Google,4,2024-09-04 11:03:32,ðŸ‘,Easy Cash
Pengguna Google,5,2024-09-04 10:59:26,bagus sekali,Easy Cash
Pengguna Google,1,2024-09-04 10:57:10,"Pertanggal 4 September 2024 Saya uninstall,karena pengajuan saya di tolak Jadi jangan di salahgunakan dataÂ² saya, jika ada tagihan mengatas namakan saya ,itu di luar tanggung jawab saya. dan saya akan laporkan ke pihak berwajib",Easy Cash
Pengguna Google,5,2024-09-04 10:54:08,Pengajuan lancar,Easy Cash
Pengguna Google,4,2024-09-04 10:45:39,Saya sudah menutup akun saya dan sudah melunasi nya mohon d hapus data2 pribadi saya trimakasih....,Easy Cash
Pengguna Google,5,2024-09-04 10:36:44,mantap,Easy Cash
Pengguna Google,5,2024-09-04 10:31:39,sangat bagus,Easy Cash
Pengguna Google,5,2024-09-04 10:28:56,beginik baru mantap sesuai kk,Easy Cash
Pengguna Google,5,2024-09-04 10:27:52,Aplikasi pinjaman dengan dana rupiah terbanyak siihhh..,Easy Cash
Pengguna Google,2,2024-09-04 10:21:48,ðŸ˜ðŸ˜ðŸ˜,Easy Cash
Pengguna Google,1,2024-09-04 10:16:01,"Sistem oh Sistem ..... Limit pertama 300rb sy pinjam Datang limit kedua 1,4jt sy pinjam Disela-sela nya muncul Total Limit 2,3jt Dan bisa mengajukan lagi 1,9jt. Sy tdk ajukan karena blm butuh. Sy memilih Lunasi dulu semuanya. Setelah semua Lunas jauh lebih cepat dari tgl jatuh tempo, tahu apa yang terjadi? Limit jadi hanya 500rb. Well done Sistem. Terimakasih Bye bye",Easy Cash
Pengguna Google,5,2024-09-04 10:10:52,Ok,Easy Cash
Pengguna Google,4,2024-09-04 10:10:39,Mudah dan cepat,Easy Cash
Pengguna Google,5,2024-09-04 10:06:25,Acc sangat cepat dan mudah,Easy Cash
Pengguna Google,1,2024-09-04 10:01:11,"Tolong bantu saya, saya kehilangan handphone beserta nomor HP yang terdaftar di aplikasi easycash. Dan saya mau masuk kedalam akun saya, untuk mengganti nomor baru. Tolong bantuannya...",Easy Cash
Pengguna Google,5,2024-09-04 10:00:30,proses cepat,Easy Cash
Pengguna Google,1,2024-09-04 09:56:17,peneror ga jelas pinjam juga engga,Easy Cash
Pengguna Google,1,2024-09-04 09:53:59,Aqu ga ngutang tpi di telpon terus oleh customer service x.... Seakn akn aqu ngutang di aplikasi ini.... Jujur aqu cuma ngek aja bukan mau ngutang.... Jujur aqu ga suka telpon terus seakn akn aqu itu punya hutang ðŸ˜­ðŸ˜­,Easy Cash
Pengguna Google,5,2024-09-04 09:52:51,dicoba dulu,Easy Cash
Pengguna Google,5,2024-09-04 09:43:30,mudah,Easy Cash
Pengguna Google,1,2024-09-04 09:41:47,Iklan mengganggu,Easy Cash
Pengguna Google,5,2024-09-04 09:41:13,Lingkaran kehidupan inilah sebenarnya,Easy Cash
Pengguna Google,1,2024-09-04 09:38:20,"Tolong hapus data saya , saya tidak jadi pinjam. Terima kasih",Easy Cash
Pengguna Google,5,2024-09-04 09:35:51,sip keren buat support kaum rebahan,Easy Cash
Pengguna Google,1,2024-09-04 09:33:41,ðŸ¦ðŸ‘,Easy Cash
Pengguna Google,5,2024-09-04 09:33:00,sangat cocok,Easy Cash
Pengguna Google,5,2024-09-04 09:26:50,Sangat suka dgn aplikasi EasycashðŸ‘,Easy Cash
Pengguna Google,5,2024-09-04 09:26:18,Saya cukup nyaman memakai aplikasi ini karena mudah,Easy Cash
Pengguna Google,5,2024-09-04 09:20:50,sangat cepat dan nyaman bagi yang butuh dana cepat,Easy Cash
Pengguna Google,5,2024-09-04 09:19:24,pinjaman mudah amanah,Easy Cash
Pengguna Google,5,2024-09-04 09:16:02,"prosesnya sangat cepat, bunga sangat rendah, sangat membantu untuk kebutuhan mendesak",Easy Cash
Pengguna Google,4,2024-09-04 09:14:30,tolong di perbarui cicilan . saya udah pinjam 3x ini masih ajah setoran 15 hari. pinjaman lain nya kalo setor sampe 30 hari baru setor. tolong di perbarui sistem nya.,Easy Cash
Pengguna Google,5,2024-09-04 09:12:24,limit nya terlalu rendah,Easy Cash
Pengguna Google,5,2024-09-04 09:09:37,Aktifkan kembali limit pinjaman saya masa baru pelunasan gak telat malah fak bisa mengajukan lagi,Easy Cash
Pengguna Google,3,2024-09-04 09:03:25,"bunganya gede ,terus tenor 2minggu,ada ptonhan diawal",Easy Cash
Pengguna Google,5,2024-09-04 09:01:21,"ini pinjaman dgn bunga yg masuk akal transparan, uang cair tanpa potongan",Easy Cash
Pengguna Google,5,2024-09-04 08:52:27,sangat membantu,Easy Cash
Pengguna Google,5,2024-09-04 08:50:29,Klau lupa sandi bagai mna kartunya sudah tdk aktif,Easy Cash
Pengguna Google,5,2024-09-04 08:46:45,good,Easy Cash
Pengguna Google,3,2024-09-04 08:45:42,Tolong pihak @Easycash data data saya mohon dihapus Jangan sampai disalah gunakan pihak yg tidak bertanggung jawab Karena aplikasi ini sudah saya uninstal Mohon perngertianya,Easy Cash
Pengguna Google,5,2024-09-04 08:35:46,Dafatar nya mudah dan gak ribet .,Easy Cash
Pengguna Google,5,2024-09-04 08:35:27,ok,Easy Cash
Pengguna Google,4,2024-09-04 08:33:55,Telat sekali aja langsung gak d kasih limit,Easy Cash
Pengguna Google,1,2024-09-04 08:29:54,Apk taik .aku udh lunas ngapa data jdi jelek ga bisa mnjam2 lgi ke apk lain pun.ngapain masih nlpon2in ksini anjng,Easy Cash
Pengguna Google,5,2024-09-04 08:27:31,baik,Easy Cash
Pengguna Google,5,2024-09-04 08:27:22,sangat mmbantu,Easy Cash
Pengguna Google,5,2024-09-04 08:22:06,sy sdh melunasi pinjaman tp kenapa limit nya mlh turun sekali..tadi nya sy dpt pinjaman 900 setelah sy lunasi blm jth tmpo tp limit nya mlh jd 100 rb..pdhl di tulis sebelum nya limit jd 960 tp setelah sy lunasi dan pengajuan lg kok cm dpt limit 100 rb ðŸ¤¦gmn nih apa ada kesalahan tlng di tinjau kembali,Easy Cash
Pengguna Google,1,2024-09-04 08:15:08,"Pelunasan sangat baik ,tapi limit langsung hilang ,, sistem nya sangat buruk",Easy Cash
Pengguna Google,5,2024-09-04 08:05:15,mantap bangettt,Easy Cash
Pengguna Google,5,2024-09-04 08:04:06,mudah dan cepat ðŸ™,Easy Cash
Pengguna Google,4,2024-09-04 07:57:57,bagus,Easy Cash
Pengguna Google,1,2024-09-04 07:57:33,"Capcaiiii, angin surga behhhh",Easy Cash
Pengguna Google,1,2024-09-04 07:51:47,"Paraaah setelah daftar ini, banyak no ga jelas nelepon, pdhal belom minjem",Easy Cash
Pengguna Google,5,2024-09-04 07:50:55,smoga bantu,Easy Cash
Pengguna Google,4,2024-09-04 07:47:55,"Jangan Download. Klo gk mau sakit hati. Memang s3mua serba gampang disini Cuma jangan telat bayar walau cuma 1mnt. Kalau tidak mau dapet spam tlp yg sangat menggangu. Karena yg nagih gk ngeriti bhs manusia. Kita udh bilang mau berusaha bayar tapi tetap aja gk ngerti. Pokok kolo gk mau darah tinggi dn don karena di tekan suruh cepat bayar. Jadi klo mau Download pikir"" dulu. Jangan sampai alami sprti sy. Ini sampai saya mau jual tanah demi untuk lunasi. Dn berhenti urusan sama easycash.",Easy Cash
Pengguna Google,5,2024-09-04 07:47:16,proses cepat,Easy Cash
Pengguna Google,5,2024-09-04 07:46:17,good,Easy Cash
Pengguna Google,3,2024-09-04 07:40:32,luar biasa cpat bget prosesnya,Easy Cash
Pengguna Google,5,2024-09-04 07:40:02,kren.. tdk banyak ini itu yg penting kita sbg pengguna manfaat ya harus amanah. trims easycash,Easy Cash
Pengguna Google,3,2024-09-04 07:32:13,Sudah 3 hari proses verivikasi/pencairan blom juga selesai dan layar utama masih bertuliskan proses...??? Memang prosesnya harus berapa hari...???,Easy Cash
Pengguna Google,5,2024-09-04 07:30:04,tq you,Easy Cash
Pengguna Google,5,2024-09-04 07:28:09,sangat bermanfaat,Easy Cash
Pengguna Google,2,2024-09-04 07:15:53,"Yth bapak/ibu saya atas nama Rahmat haris ,tolong hapus data saya,masak minta identitas tapi tidak ada limit pinjaman",Easy Cash
Pengguna Google,5,2024-09-04 07:07:10,baik,Easy Cash
Pengguna Google,5,2024-09-04 07:06:39,"bagus , aman",Easy Cash
Pengguna Google,5,2024-09-04 07:02:52,ok bgt,Easy Cash
Pengguna Google,2,2024-09-04 07:00:01,"Kredit saya lancar kenapa makin kesini makin kecil limitnya sangat mengecawakan, dari pertama saya senang karena bunga tidak terlalu tinggi dan tenor lumayan lama tapi limit makin kecil",Easy Cash
Pengguna Google,1,2024-09-04 06:57:52,"Saya kurangi bintangnya karena limit bukannya naik tapi malah turun gk bisa ajukan pinjaman lagi,kenapa limit saya gk muncul2,",Easy Cash
Pengguna Google,5,2024-09-04 06:43:42,sangat membntu,Easy Cash
Pengguna Google,3,2024-09-04 06:41:42,"ingat ya.. jangan telepon aku suruh unduh aplikasi untuk mengajukan pinjaman online, setelah masukin data.. langsung ada kata maaf dan sampai 30 hari ini sudah ke 3 kalinya jadi sudah 3 bulan.. dan bagaimana cara menghapus akun permanen.. saya belum pernah meminjam di easycash. hanya mau coba-coba saja, kecuali mendesak di platform... namun semua sudah kembali normal, terimakasih",Easy Cash
Pengguna Google,5,2024-09-04 06:41:36,Sangat Membantu,Easy Cash
Pengguna Google,5,2024-09-04 06:39:42,mantab,Easy Cash
Pengguna Google,1,2024-09-04 06:26:18,Aplikasi terburuk sepanjang masa,Easy Cash
Pengguna Google,4,2024-09-04 06:25:24,Maaf kepada easycash saya menjadi risih dikarnakan pihak easycash selalu mengirim email yg terlalu sering dan meminta uang kembali padahal pinjam baru 2 hari.,Easy Cash
Pengguna Google,5,2024-09-04 06:22:12,acc,Easy Cash
Pengguna Google,5,2024-09-04 06:21:43,sangat mmbntu skli,Easy Cash
Pengguna Google,5,2024-09-04 06:18:39,Berharap limitnya naik dgn bintang 5 nya,Easy Cash
Pengguna Google,5,2024-09-04 06:18:38,Bismillahirrahmanirrahim berkah selalu usahanya Easycash,Easy Cash
Pengguna Google,5,2024-09-04 06:13:10,mantap,Easy Cash
Pengguna Google,5,2024-09-04 06:07:04,sangat membantu utk kebutuhan masyarakat,Easy Cash
Pengguna Google,5,2024-09-04 06:07:01,easycash aplikasi cepat dan mudah,Easy Cash
Pengguna Google,5,2024-09-04 06:06:38,sangat membantu,Easy Cash
Pengguna Google,1,2024-09-04 06:01:42,Aplikasi yang menjerumuskan!,Easy Cash
Pengguna Google,3,2024-09-04 05:59:52,belum d acc... belum bisa ful bintang,Easy Cash
Pengguna Google,3,2024-09-04 05:58:45,Saya kasih bintang 3 dulu..karna aneh setelah saya lunasin semua tagihan. Knapa limit saya hilang ðŸ¤¦ masa di kasih limit cuma 100rb,Easy Cash
Pengguna Google,5,2024-09-04 05:58:14,Alhamdulillah ..pengajuan pertama ku di acc walaupun tak sesuai harapan â˜ºðŸ™,Easy Cash
Pengguna Google,5,2024-09-04 05:58:11,ok,Easy Cash
Pengguna Google,5,2024-09-04 05:56:44,sangat membantu kesulitan,Easy Cash
Pengguna Google,2,2024-09-04 05:55:36,"limit pertama terlalu kecil, emangnya mau beli rokok amah bakso",Easy Cash
Pengguna Google,5,2024-09-04 05:34:12,Mantap bgt dalam 1 menit lgsur cair 100K. Terima kasih boskuh,Easy Cash
Pengguna Google,5,2024-09-04 05:29:02,PENCAIRAN DANA SANGAT CEPAT,Easy Cash
Pengguna Google,5,2024-09-04 05:20:10,"Prosesnya mudah, trims",Easy Cash
Pengguna Google,1,2024-09-04 05:19:17,Baru dua kali pinjaman lancar gapernah telat sebelum jatuh tempo dah dilunasin tiba diliat limit hilang sendiri!!! Sumpah kecewa liat aplikasi kekgini gada membantu sama sekali bagi yg membutuhkan,Easy Cash
Pengguna Google,5,2024-09-04 05:10:05,sangat membantu saya,Easy Cash
Pengguna Google,5,2024-09-04 05:08:58,sangat bagus,Easy Cash
Pengguna Google,2,2024-09-04 05:08:20,"Ternyata pinjaman ke 2 ditolak,padahal pinjeman pertama di bayar sebelum waktunya,bahkan di bayar lunas,pinjaman ke 2 malah di tolak",Easy Cash
Pengguna Google,5,2024-09-04 05:05:20,sangat puas,Easy Cash
Pengguna Google,1,2024-09-04 05:05:18,"Sengaja di lunaskan saat awal bulan meski jatuh tempo masih lama,, eh limit di hilangkan, app konyol pemboodohan",Easy Cash
Pengguna Google,5,2024-09-04 05:03:13,keren,Easy Cash
Pengguna Google,1,2024-09-04 05:01:38,Kenapa gak ada limit ya,Easy Cash
Pengguna Google,5,2024-09-04 04:58:42,easycash membantu saat di butuhkan,Easy Cash
Pengguna Google,2,2024-09-04 04:55:09,baik,Easy Cash
Pengguna Google,1,2024-09-04 04:46:46,"Easy cash engga bantu bnget deh, aku uda bayar lunas cicilan pertama padahal cuma beberapa hari udah di lunasin semua, tp pas mau pinjam lagi gak di acc , dari hari ini tgl 4bulan 9 ,2024 saya hapus akun saya ,dan jika ada tagihan ato lain nya saya tidak bertanggung jawab , mohon jga data saya terima kasih",Easy Cash
Pengguna Google,5,2024-09-04 04:46:40,Simpel saat pengajuan pinjaman,Easy Cash
Pengguna Google,5,2024-09-04 04:43:12,Aneh..setiap mau daftar..selalu ada noti di aplikasi..katanya akun saya dalam perlindungan...lah..sy baru juga mau daftar...dulu saya pernah daftar pake nomer tri pas sy masuk ternyata nomer sdh terdaftar an nama orang lain di aplikasi..daerah jakarta...padahal nomer itu baru saya aktifkan..aneh juga...,Easy Cash
Pengguna Google,2,2024-09-04 04:43:11,Bunga nya terlalu besar,Easy Cash
Pengguna Google,5,2024-09-04 04:39:51,"apknya saya akui mudah dan CPT cair jg transparan dlm laporan.yg perlu di perbaiki yaitu,cicilan pertama dan kedua jgn dlm satu bln berjalan,kedua:jgn dipersulit tuk naikkan limit hrs ungah dokumen spti SIM,BPJS ,paspor, sertifikat dll.terkesan bersifat terbuka dokumen peminjam walaupun data aman di server.smoga ada perubahan yg signifikan dlm naikkan limit.krn sblm jatuh tempo tiap bln,bahkan dlm hitungan hari setelah sy pinjam,SDH lunaskan.namun limit susah naik hrs via lolos ungah dokumen.",Easy Cash
Pengguna Google,5,2024-09-04 04:39:46,bagus,Easy Cash
Pengguna Google,5,2024-09-04 04:35:29,rekomended jika anda butuh uang cepat tanpa ribet,Easy Cash
Pengguna Google,1,2024-09-04 04:31:07,"APLIKASI GA BERGUNA,NGAJUIN NUNGGU KONFIRMASI LAMA BANGET DARI KEMARIN.MALAH BANYAK YANG NGE SPAM NELPON NOMOR TIDAK JELAS.... SUDAH 1X24 JAM MASIH BELUM DI ACC,SAYA UNINSTALL....TOLONG HAPUS AKUN SAYA,SAYA TIDAK MEMINJAM APAPUN DARI APLIKASI EASYCASH. 11.30 WIB TGL 04/09/2024",Easy Cash
Pengguna Google,3,2024-09-04 04:26:15,Saya belum mengajukan pinjaman lagi tapi ada notif gagal pengajuan pinjaman aneh,Easy Cash
Pengguna Google,5,2024-09-04 04:23:44,sangat membantu sekali,Easy Cash
Pengguna Google,5,2024-09-04 04:22:16,"kepada YTH pak/bu,tolong bantu saya..kasih saya kepercayaan pinjaman yang cukup besar..dan tenor/cicilan yang lumayan lama..terima kasih",Easy Cash
Pengguna Google,5,2024-09-04 04:22:07,baik,Easy Cash
Pengguna Google,5,2024-09-04 04:21:35,sesuai denanga yg di uklan cepat di proses,Easy Cash
Pengguna Google,1,2024-09-04 04:21:26,Tidak pernah dikasih limit,Easy Cash
Pengguna Google,5,2024-09-04 04:21:07,Periode nya tolong sebulan sekali jangan yg 15 hari,Easy Cash
Pengguna Google,5,2024-09-04 04:18:35,"Aplikasi pinjaman yang paling baik, pemakaiannya simpel dan juga ribet aman lagi",Easy Cash
Pengguna Google,5,2024-09-04 04:17:20,Periode pinjam 15 hari...ngga ngotak banget nih..ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€,Easy Cash
Pengguna Google,5,2024-09-04 04:16:41,pengajuan pinjaman sangat mudah dan cepat.semoga kedepannya tetap lancar,Easy Cash
Pengguna Google,5,2024-09-04 04:13:28,sangat bagus,Easy Cash
Pengguna Google,4,2024-09-04 04:06:35,pelayanannya cepat,Easy Cash
Pengguna Google,5,2024-09-04 03:58:59,"sangat membantu buat yang benar2 butuh,,",Easy Cash
Pengguna Google,5,2024-09-04 03:58:29,sangat bagus dan murah bunganya,Easy Cash
Pengguna Google,4,2024-09-04 03:54:50,mantap,Easy Cash
Pengguna Google,5,2024-09-04 03:54:46,sangat terbaik,Easy Cash
Pengguna Google,5,2024-09-04 03:53:29,semoga membantu,Easy Cash
Pengguna Google,5,2024-09-04 03:52:55,mudah proses nya,Easy Cash
Pengguna Google,5,2024-09-04 03:51:08,Sangat membantu,Easy Cash
Pengguna Google,5,2024-09-04 03:48:15,baik,Easy Cash
Pengguna Google,1,2024-09-04 03:46:38,"Saya sudah kapok dg easycash ini, sudah saya tegaskan berulang kali saya ingin berhenti jd nasabahnya, malah di spam tlpn penawaran ga penting. Sudah pengajuan penghapusan akun lama di acc nya, jangan di install dah ini bakalan kapok",Easy Cash
Pengguna Google,5,2024-09-04 03:42:35,saya sangat merasa terbantu sudah di berikan pinjaman dana untuk biaya pendidikan...kalau boleh saya usul untuk pembayarannya 1 bulan sekali...,Easy Cash
Pengguna Google,4,2024-09-04 03:41:51,pencarian cepat untuk yang membutuhkan dana urgent,Easy Cash
Pengguna Google,5,2024-09-04 03:41:05,"Kepada Yth bapak/ibu maaf sebelumnya, saya meminta tolong kepada bapak dan ibu untuk hapus dataÂ² saya di apk ini. Terima kasih",Easy Cash
Pengguna Google,1,2024-09-04 03:40:15,ga recomen sama sekalii baru tadi pinjam jam 4pagi eh barusan jam 9 pagi uda di terror 4x sama sekali tidak recomend,Easy Cash
Pengguna Google,5,2024-09-04 03:39:26,cukup bagus,Easy Cash
Pengguna Google,1,2024-09-04 03:37:47,Aplikasi sampah..Sy karyawan mcf kok di tolak di kreduit..,Easy Cash
Pengguna Google,5,2024-09-04 03:34:22,aplikasi nya mantap,Easy Cash
Pengguna Google,1,2024-09-04 03:32:46,"Udh kirim data2 mlh gak di acc, tolong hapus akun saya, saya tidak bertanggung jawab atas apapun",Easy Cash
Pengguna Google,5,2024-09-04 03:20:33,ko dunasi jdi kacou rugi,Easy Cash
Pengguna Google,5,2024-09-04 03:19:06,"Easycash sangat membantu, gk ribet seperti pinjol yg lainðŸ‘ðŸ‘",Easy Cash
Pengguna Google,5,2024-09-04 03:16:31,"Aplikasi nya bagus accnya jg mudah, sukses buat Easycash",Easy Cash
Pengguna Google,5,2024-09-04 03:15:23,bagus,Easy Cash
Pengguna Google,5,2024-09-04 03:09:10,proses cepat,Easy Cash
Pengguna Google,1,2024-09-04 03:06:43,Ga di acc ðŸ¥²,Easy Cash
Pengguna Google,3,2024-09-04 03:05:21,coba dulu siapa tau approve,Easy Cash
Pengguna Google,5,2024-09-04 03:04:27,Oke,Easy Cash
Pengguna Google,5,2024-09-04 03:04:06,Pinjaman pertama di ACC terimakasih ðŸ™ Semoga limit ya naik setelah dilunasi,Easy Cash
Pengguna Google,3,2024-09-04 03:03:33,Saya habis pinjam kok langsung ditelpon terus sama nomor yang saya ga kenal ya???,Easy Cash
Pengguna Google,5,2024-09-04 02:57:38,memuas kan,Easy Cash
Pengguna Google,5,2024-09-04 02:55:30,terimakasih,Easy Cash
Pengguna Google,1,2024-09-04 02:54:39,Apk apa ini belum juga pinjam udah bilng di tolak pengajuan....apk gak ada uang ya kali,Easy Cash
Pengguna Google,5,2024-09-04 02:48:23,ok,Easy Cash
Pengguna Google,1,2024-09-04 02:48:21,Pelit,Easy Cash
Pengguna Google,5,2024-09-04 02:47:23,ok,Easy Cash
Pengguna Google,4,2024-09-04 02:43:15,Heeh Alhamdllah trimkshðŸ‘,Easy Cash
Pengguna Google,1,2024-09-04 02:37:49,Gua Ngajukan dokumen informasi katanya 1hai kerja ini sdh 4 hai gak ada kepastian.perbaiki.lagi kinerja nya,Easy Cash
Pengguna Google,5,2024-09-04 02:37:03,alhmdulillah g nyampe 5 menit dana sudah masuk,Easy Cash
