Nama,Review,Rating,Tahun
Amrin Fakhruddin Jauhari,"Tempat parkirnya terkesan g rapih, tempatnya 2 lantai dan memiliki ruang khusus gitu, pas lagi kesini kebetulan acnya lagi bocor, pelayanan disana bagus, rasa makananya sama kaya rechesee2 di tempat lainya. Biasanya rame bgt antrianya",4,2019
nur azizah,Selalu kesini untuk midnight snacks. Beneran 24 jam. Servicenya ok walaupun udah tengah malam. Tapi terakhir saya kesini ada beberapa menu yang harus menunggu cukup lama,4,2019
Eva Susanti,Tmpat nya lumayan luas dan suasananya nyaman. Buka 24 jam juga. Jd membantu yg lapar d jam dini hari. Kamar mandi nya aj yg kurang wangi.,4,2019
Bramantya Fabianto,Penampakan standar restoran cepat saji namun sudah ada beberapa fasilitas yg agak rusak seperti tempat cuci tangan dan kursi buat makan nya..agak sepi namun tertolong dengan kesigapan kasir dlm proses pembelian,4,2020
PUSAT ROKCELANA INDONESIA,"2 kali kami makan disini, tempatnya lumayan nyaman, senangnya sudah mulai ada mushola, walaupun belum khusus ada tempat mushola, saat ini masih menggunakan tempat kosong aja dilantai 2.",4,2019
Buddy Asmi,"Penyajian cepat kasir dan waitternya ramah makanan enak untuk ukuran makanan cepat saji dengan adanya saos pedas yang di campurkan langsung dengan ayam goreng tepungnya cukup menyenangkan,hanya satu kurangnya letak kursi di sana sering berantakan",4,2020
Wija Siomay89,"Lantai 1 Ac pojok kanan mati, jadi panas disitu.Seperti biasa ricis itu2 aja menunya ga ada yang baru, minumannya pun kurang pas dengan menu pedesnya, apalagi es batunya kurang banyak, jd ga seger...",4,2020
Nova Atihuta,"Fire cchickennya muantabbb pedesnya. Tersedia sampai level 5, tapi saya hanya sanggup di level  ^_^.Tempatnya luas dan cukup nyaman. ",4,2019
Sutiyo Blawong,"Tidak menyediakan sedotan. Kalo alasan go green, knp botol minuman & tempat bumbu/saus msh pakai plastik. Sedikan dong sedotan yg berbahan kertas",4,2022
Didiet Surabaya,"Letak strategis, cm sayang posisi lantai 2 nya tidak nyaman dan panas..AC tdk dingin sama sekali pdhl saat itu malam hari..",4,2022
Akbar Putra,"Tempatnya enak, makanannya juga enak. Tapi sayang ga ada drive thrunya jadi antriannya agak lama. Belom lagi orderan dari ojek online yg banyak bgt suka bikin pengunjung yg makan ditempat harus ngantri lebih lama lagi.",4,2019
Ariifa Alfan,"Terakhir makan sebelum pandemi covid, sekarang pas makan lagi rasanya masih enak cuma udah ga sepedes duluPaket fireburst buat upsize menunya juga worth it bangey",4,2023
Bambang Suryadi,Tempatnya enak.bagus bersih...cuma mau masuknya kalau dari arah galaxy ke pekayon agak susah karena pas di tikungan..kalau dari Pekayon kearah galaxy enak...kalau masalah menu dah pasti tau lah menu2nya fastfood..ya itu2 aja sih cuma beda di penyajian...,4,2019
Kurniawan Lambosir,"Ok si, hanya saja jika pesanan sudah siap, ditumpuk dulu sama petugasnya, baru dipanggil tu banyakan nomor, buang2 waktu buat ojek online",4,2021
Imam Khoerurrohman,"Tempatnya luas banget, sayang kursinya ga ada yang enak menurutku. Desain interior ruangan nya harus di tata ulang biar tambah menarik, saran saya gratiskan revil saus",4,2020
Sherry Ramadhani,Makanan nya gak berubah dari dulu. Masih tetap enak.,4,2024
Danang Sutowijoyo,"So so lah, istri Agak geli sih sama toiletnya, ramah ladyboy",4,2018
Eka Okuma Jati,Pedes level 5 nya bikin nagih,4,2019
Heriansyah,"Parkir luas banget, tapi kalo lagi ada promo kasir nya mungkin bisa di manfaatkan semua biar gak pegel antri..",4,2020
Amuri Alami,"Waktu ke sini Kasir yg aktif cuma 1, antriannya panjang kalo jam makan siang pas weekend",4,2023
Dushinka Hardyani,Peswn level 3 dan rasanya pedes abis... lidah & bibir sampe berasa jontor. Ga kebayang deh yg level 5. ,4,2020
Nur Rokhman,Khasnya Richeese : ayam goreng dipadu olesan keju cair,4,2018
Andrew Andree,"bagi penggemar keju atau masakan pedas, kemungkinan anda akan suka makan disini karena banyak pilihan menu tentang keju dan ada level kepedasannya loh",4,2016
Nong Suncake,"tempatnya luas dan tingkat, pelayanan ramah, tapi meja deket tangga berdebu banget waktu saya kesana",4,2023
Yogha -,"Lokasinya ada di jalan akses yang tidak terlalu lebar, pekarangan/tempat parkirnya teduh oleh rindangnya pohon pohon.Tempatnya cozy buat makan bersama kekuarga, kerabat, teman atau pasangan.",4,2019
Eka Rasmanto,"Tempat parkir luas, ruang makan juga lumayan luas, cuma pada jam2 sibuk agak kurang dalam pelayanan, serta kurang dingin",4,2021
arif FTR,Tempatnya nyaman enak buat santai dan makan malam sama temen atau pacar..harga terjangkau tp kadang pelayanan kurang bagus,4,2019
Fahmi,Mantap. Coba ada yg lebih dekat kerumah di bekasi timur regensi 3,4,2020
Yayank,"Tukang parkirnya kaya preman, terima duit langsung ditinggal.....coba dipandu keluar pintu dan nyebrangnya...begitupun yg mau masuk",4,2023
fahmi riski,"24 hour's Penyelamat ketika lapar malam2 tempat nya bagus pelayanan ok, parkiran luas, nunggu inovasi baru lagi si dr richeese factory  ",4,2019
Yudhi HK,"Outlet berdiri sendiri, buka 24 jam, parkir mobil-motor luas. pelayanan cepat.",4,2022
Sarah Nindya,"Makanannya enak2, tempatnya lumayan bersih. Cuma pelayanannya agak lama dan wastafel tempat cuci tangannya kurang bersih. Sabunnya juga sering kosong.",4,2019
Reesna Sutomo,Makanannya enak tapi sayang antrinya selalu panjang karena kasir nya cuma 2 padahal klo mau nambah kasir terutama yang untuk pesanan dibawa pulang pasti ga separah itu antrinya,4,2018
D. Dahroni,Cuma kurang fasilitas mushola. Overall OK,4,2024
Sri Widyastuti,Level 2 aja pedasnya dah bikin bibir jontor...jadi gak bisa menikmati makanan..krn kepedesan. Richese factory galaxy bekasi kursinya sudah gak layak tuh..kainnya sudah usang,4,2019
ewin Jole,Hari ini Richeese Factory lagi ulang tahun ke 7 ada diskonnya sebesar 50 persen untuk combo fire chicken dari mulai pukul 10.00 sampai dengan pukul 12.00 WIB . Catat hanya hari ini saja,4,2018
Agil Adi Saputro,Tempatnya lumayan lah...,4,2019
ALICIA AGUSTINA,Paling suka sama minumannya yang pink lava ... Open 24 hours... Untuk nongkrong bareng teman2 cukup ok...,4,2020
Lia Mumu,Pink lava dan cake tiramisunya enak. Perpaduan saus pedas-manis dgn saus kejunya bikin makan tambah nikmat  ,4,2018
akbar satria,"Tempatnya nyaman dan tidak terlalu ramai, kebersihannya terjaga, makanannya enak-enak. Hanya tiap kursi-kursinya butuh diperbaharui.",4,2019
Maryam Mohardi Arwi,"Mba nya yg tinggal ada berisi ramah, dan mau ngejawabin pertanyaan...enak dan disini pedesnya lebih berasa, setelah nyobain Richeese dimana mana",4,2023
Khomaini Rasyidi,"Tempat nyaman, parkiran besar, wc juga bersih",4,2019
Raditya Imawan,"Parkir mobil luas,  cozy di dalam ruangannya,  namun jalur akses padat dan terkadang macet.  Gitu aja sih previewnya ",4,2018
Lulu Lulu,Kasirnya cuma 1 sdgkan yg antri banyak banget trs pelayanan juga kurang...harus cermat waktu bayar,4,2022
Asnia Ayu,"Rasanya enak, pedas, kejunya juga enak, minuman enak, tempat luas ada lt. 2 nya asik untuk nongkrong.",4,2021
Apreza Purnama,"Tempatnya cozy kok, coba tambahin lagi variasi menu dan gak tau sih ada atau gak..tp klo bsa ada fasilitas hotspot",4,2019
BANG JAGO,Enak buat nongkrong... Pilih menunya jangan yg pedes level tinggi biar ga bulak balik wc,4,2019
hai laskargaluh,"Yang suka lelehan keju & Lava .....silahkan datang, Tempat strategis di pinggir jalan raya...parkir lumayan luas....",4,2019
Isaac Titaley,"Nyaman, pelayanan cukup cepatLokasi yang mudah dicapai dengan kendaraan umum/angkotan kota.",4,2021
Jessica Nivia,"Makanan enak, pelayanan lumayan agak lama. Kamar mandi juga kurang bersih.",4,2023
Firman Rasyidi,"Untuk saya yg menyukai makanan pedas, saya tidak terlalu bisa menikmati pedasnya ayam richeese. Level 1 sudah cukup.",4,2018
Ardian Qudratullah,"Antrian nya lama bareng Gojek. So far makanan nya enak sih, apalagi cjeese sauce nya, suka banget.",4,2019
fauzia arfin noer,"Tempatnya sangat baik dan nyaman,tapi ada 1 ac yg bocor jadi lantai agak sedikit licin",4,2019
Boyke Duance,Tempatnya luas...parkirnya juga. Ngantrinya engk begitu lama. Tp jalan menuju nya macet....huh.,4,2018
ifatifatonah world,"luasss tempatnya, tmptnya enak tp kirang bgtu bagus penempatan meja jd penuh dan sesak",4,2019
Gildha lisa,Cheese crackling 10rban dan minuman pink lava terenak sih. Must try Tempatnya luas.,4,2020
Erni Marlina Mnsyr,Fire chikennya mantap bikin nagih,4,2019
Nadira Salwa Faizaty,Ayamnya pedes bangettt pas banget sama saya yang suka pedas saya jadi ingin lagi tapi hanya antriannya yang panjang,4,2018
dapurngebul bunda,Mantaaap.enak sih siang2 gini rada sepi..nyaman makan ditempat.,4,2021
Juli Julie Ana,Yang suka makan ayam goreng dan suka pedas kesini ajah.bisa pilih level pedas sesuai yang kamu suka.dan ditambah saos keju yang yummy abis.,4,2018
Cecep Jaya Martono,"Rasanya enak, penataan kursi kurang rapi dan banyak yg sudah rusak kulitnya.....ac lumayanlah",4,2018
niez aisah,Cepat pelayanannya tempatnya pun enak,4,2021
Denny Kristiadi,"Tempatnya lumayan nyaman, parkir lmyn luas, bersih dan teratur",4,2023
Arfa Raffa,rasa bakso ny lumayan berasa..tidak begitu lembek dan harganya masih wajar tergolong murah,4,2019
Wahyuni Dian Purwati,Mbak kasir kurang cekatan.. jadi harap sabar menanti yaa kalau kebetulan sedang ramai..,4,2020
Tatang Kurniawan,"H+2 lebaran, mengantri sangat",4,2023
Ivo Gismi Lestari,"sesepi itu, efek pandemi. jgn dtg rame, kalo bisa take away aja yaaa",4,2022
Fikry Yuliansyah,"tempatnya rapi dan bersih pokoknya nyaman untuk berlama-lama di sini, namun untuk pelayanannya masih kurang",4,2019
bang Brew,"Serba keju, banyak menu ayam dengan level pedas, bagi yang suka makanan pedas silahkan mencoba level paling pedas",4,2019
Jerry Efruan Design (Benett),Asap nya masuk ke ruang makan..agak bau juga klo lama makan ditempat..klo makanan cukup enak top,4,2021
evi mariana,"lokasi mudah ditemukan, tersedia beberapa menu fast food dengan pilihan level pedas, combo fire wing and combo fire chicken",4,2018
Babang. Bulbul,Suka sih. Tp di lantai atas nya jarang bisa d pake.. pdahal enakan diatas klo makan..,4,2018
Farhan Hamzah,Tempatnya sangat mendukung untuk acara keluarga dan teman.tapi kurang ditissue nya tidak ada  ,4,2020
Agung Prasetyo,"Makanannya sih maknyuss, tapi tempat kurang bersih, & AC nya bocor....",4,2019
Anjar Pramularsih,Rameee...24jam tempat mayan cozy...yg suka dgn keju2an silakan...,4,2018
Haryo Wiranto,"Makanannya enak, cm mungkin sight parkir agak gelap / temaram ya ..",4,2019
Widodo DP,"udah mulai ramai, tapi wastafel untuk cuci tangan tidak menyala",4,2023
Offline T-rex,"Tempatnya enak, kalo rame kasirnya gak cukup. Terkadang antrinya lama sekali.",4,2018
Nur Apipah,Suka makanannya tp untuk toilet dan tempat cuci tangannya kurang kebersihannya..,4,2020
Ingrid Padmasari,"Tempat luas, gak perlu antri lama seperti outlet richeese yg ada di Bekasi lainnya.",4,2018
Sabil,"Kok ga bisa order lewat gojek ya.. Tutup tetus tulisannya, kalo kau order online lewat apa ya?",4,2022
Wawan Darmawan,Cukup nyaman. Namun 13 April sedang ada perbaikan di lantai atas.,4,2019
farah ganela Zilzikra,Kurang variasi minuman. Tempat yah lumayan tapi kalau bisa diperbaiki lagi,4,2020
cika rizkika,Enak...lebih enak lagi kalo buka di lippo cikarang ...jadi tk usah jauh 2 ke bekasi . Thank..,4,2017
Nur Budianto,Resto ayam goreng dengan sambal keju dan enak untuk berkumpul anak muda dengan harga terjangkau,4,2020
Muhamad Sofyan,"Tempat bagus, cuma ada bbrp kursi yg sudah tdk layak",4,2019
Putri Alafta,Ga terlalu rame jadi ga ngantri banget dan lumayan luas..,4,2019
hasna' Karimah,Tempatnya nyaman dan enak buat kumpul bareng keluarga / teman,4,2019
Eko Wahyudi,"Lumayan nyaman,buat yg doyan pedas bisa milih levelmu",4,2019
rico martiyoso,Makanannya enak. Hrg trgolong msh ok,4,2018
Variska Yunia,"Tempatnya cukup bersih, luas dan nyaman. Area parkir cukup luas",4,2020
Endro juniarto,"Saya kira pabrik keju,  ejH ternyata sama aja junk food",4,2018
Rivaldi Saputra,"Rapih, hanya saja ac tidak nyala panas, dan tidak ada colokan listrik",4,2020
mas ir Graha,"Tempat parkir lumayan luas, menu lengkap, cukup terjangkau lokasinya.",4,2017
Parlin K Jaya,Makanannya enak tp ga ada air mineral nya,4,2022
Fajar Jay,"Enak tempat nya, jadi ga terlalu jauh dari rumah",4,2019
Irvan Zulfikar,"Tempatnya lumayan enak, tapi di atas terkesan kosong bgt",4,2018
Alif Permata Gusti,"Masakannya enak, tempatnya juga nyaman, mudah di jangkau tempatnya, tapi penyajiannya terlalu lama",4,2018
Nico Pongoh,Ramai pengujungnya. Tempat parkiran besar.,4,2019
Freddy Tirto,"Nikamat, pedasnya dapat disesuaikan denhan kejua sebagai pelengkap",4,2020
Roy Iman,Seandainya ayamnya lebih besar dan terlihat segar... bintang 5.,4,2019
Wisnu Prakoso,"Kurang, tukang parkirnya hanya meminta duit tanpa melakukan apa-apa",4,2017
dream come true,24 jamHarga sama seperti tempat richese lainnya,4,2020
Widyanto Sasongko,Mantab lah.. Rasa enak harganya pass,4,2019
Fauzi Aswin,Tempat makanan favorite super pedas sesuai level,4,2019
Sevtian Bachtiar,Semua terlihat baik,4,2024
Nena Hardiyanti,"Cocok banget,  enak pedesnya nagih.  Rekomen bgt deh",4,2018
Budi,"Rasanya enak, pelayanan bagus dan harganya terjangkau",4,2018
Abd Azis,Enak juga ayam dengan bumbu keju hmmmm lezat deh,4,2018
bMbEnk Ardiansyah,"Rasanya enak, sayang menunya kadang ga lengkap",4,2018
Agus Birinkz,"Kalau lu pencitan pedas , lu patut coba di richeese factory, cobaiin dechhhh",4,2019
"Teguh Budianto, ST","Buseng daaah, ngantri Mau makan richeese...",4,2018
Lili Aprilia,Harganya pas . Parkirnya luas dan tempatnya terjangkau,4,2020
eki maesta,Dekat rumah. Pekayon jalan raya. Bersih. Cepat. Gak mahal. Pas ada acara mampilmrlah,4,2018
Irwansyah Aditya,"Parkir luas, tempat nongkrong breng temen",4,2019
Otto Verial,Pelayananya lambat,4,2023
Brian Jatmiko Ong,Mantap pedesnya gak nyesel deh...,4,2020
asep sujana,oke lah,4,2024
vembri chanel,Rechese dengan perpaduan rasa pedas dan keju mantapp,4,2019
achmad widiantoro,Seperti richeese yg lain enak cmn pasti antri,4,2017
si ucuy,Nyaman dn plynan yg ckuo baik,4,2021
Danang Pranajati,Enak sepi parkirannya luas,4,2022
Febryan S,Tempat nyaman..buka 24 jam,4,2019
Rivaldy Avianto,Ayamnya kurang enak,4,2019
Xena Intan,Jam buka hanya sampai jam 9.30pm,4,2019
Pravasta Revi Santika,Tempat makan luas 2 lt. Parkir luas.,4,2018
Cusoget,Selalu ramai dan dan tempatnya luas,4,2019
Asan Ash mahadian,Nyaman tempat nya  ,4,2020
Toyib Kusuma Jaya,Menu Fire wings nya mantap...,4,2017
Satria Dede,Tempatnya enak parkirannya luas,4,2020
Muhammad Ikhsan,Disini level 2 nya kaya level 3,4,2021
Mungki Kiman,Terkadang mkanannya ga ada,4,2019
Arum Astari,Baik dan ckp nyaman,4,2020
Pamungkas Utomo,Bagus buat tempat nongkrong,4,2019
demi adidrana,Kebersihannya kurang baik,4,2019
Andi channel andi,Pelayannya terlalu lama,4,2021
DP Gojek Driver,Tempat agak luas,4,2018
kiki budianto,Tempat luas dan bersih,4,2019
Desi Qorri,Pelayanannya lumayan cepat.,4,2018
Hari Tadili,Antriannya panjang,4,2019
Sri Mulyani,Ulasan Positive,4,2024
D'Pras Channel,Go Food paling lama,4,2017
Toni Hermawanto,Antrinya lama,4,2020
Solikun Arvio,Oke,4,2019
Try Andy,Pedes gilaaaa,4,2017
Ramadhani Hidayattullah,bikin kenyang,4,2019
boymuh,"Mencoba kombo ayam api level 5. Panas sekali tapi masih bisa dimakan, dan gosongnya hanya bertahan 15 menit setelah saya berhenti memakannya. Saya tidak tahu apakah tingkat kepedasan itulah yang membuatnya terasa sedikit pahit. ",4,2023
Siseana Gabriela,"Tempatnya bagus dan buka selama 24 jam, serta memiliki tempat parkir yang luas (yay) tetapi jika Anda pergi ke sana antara jam 11 malam hingga 00 malam (di tengah malam), Anda akan menemukan banyak orang yang mengantri untuk mendapatkan ",4,2019
Yafet Karangan (Khara),Saya suka ayam pedasnya. Level 5 luar biasa,4,2018
Sri Rahayu A.,"Anda dapat memilih tingkat pedas Anda. Dari 1 sampai 5. Cobalah Tapi, jangan khawatir jika Anda bukan pecinta makanan pedas, mereka menyediakan rasa yang original. Jika lidah Anda terlalu panas dan pedas, akan ada saus keju untuk memperlambatnya.",4,2018
Fathia Haidy Nur,"lezat seperti biasa. murah, bayar parkir juga disini seperti biasa dan juga kalau dine-in terlalu banyak pppppp",4,2021
Febrian Siregar,"Lebih mahal dari kompetitor seperti kfc atau mcd, tapi tetap saja saya tidak bisa memungkiri sausnya sangat enak, kombinasi ayam, saus, dan kejunya adalah sesuatu yang tidak bisa Anda temukan di tempat lain.",4,2022
septizar triastika,"Sausnya enak pastinya, parkirnya mudah. Namun saat kami kesana, ada beberapa barang yang tidak tersedia.",4,2022
Edo Ramadhan,Area spacios untuk bersantap dan juga tempat parkir. Dan kelebihannya adalah mereka buka 24 jam. Perhatikan itu.,4,2019
Agung Sunaryo,"Tempatnya bagus, tapi kadang antri..",4,2019
Tatang Dewa,Ini surga bagi pecinta keju,4,2024
Gita V. Paramita,Pekaryon Richeese selalu ramai dikunjungi.  Anda harus mengantri lama sekali.. Mungkin perlu waktu 15-20 menit untuk mengantri,4,2019
Arbain_212,Ok..malas-malasan aja sama tukang parkir ke tukang parkir,4,2020
Afdel Fornain,Ulasan Positive,4,2023
Kristian Alfred,lokasinya gelap dan tidak banyak orang lagi,4,2021
DiwviA devia epil,Yang paling...,4,2017
As3bas As3bas,Sepenuhnya saat waktu makan siang khusus di akhir pekan  ,4,2019
catur fajar wicaksono,Ayam pedas cheessaya yang unik & tempat yang nyaman,4,2018
Shinta,"Tempatnya biasa-biasa saja, antriannya selalu panjang  ",4,2018
Mutiara Dewi,24 jam dengan ayam enak dan irisan lezat,4,2019
Indra Nugraha,Makanan enak tapi tempatnya sering sepi,4,2018
Hirsa Diananta Permana,Rasa ayamnya enak dan enak buat nongkrong,4,2018
Broken Glass,Tempat parkir yang luas. Suasana yang bagus,4,2019
Ajeng Aja,"Makanan enak, tempat parkir bagus, tempat bagus",4,2018
Kiki Ramadhan,Bagus,4,2018
Farhan Novaldi,Tempat yang bagus dengan tempat makanan pelayanan yang baik,4,2019
panji andry,"Makanan enak dan panas, enak",4,2018
Vania Rimadhika,Sayap api ayam ,4,2018
Frynbbn,Nyam nyam,4,2019
Akbar Aji,"Makanan enak, tempat bagus",4,2019
Lora Ana,Sayap pedas terbaik yang pernah ada,4,2018
Soni Susanto,Makanan enak,4,2019
Augus Y,Tuhan menyediakan makanan cepat saji,4,2020
eka nofia,"Makanan enak, tempat bagus",4,2020
Yuni Yarti,NomNom ,4,2020
Anishafira Rizqy,Ulasan Positive,4,2021
Nia Safitri,Makanan enak dan rasanya,4,2017
Natalia Devinawati,Tempatnya bagus dan enak..,4,2019
Fatahillah Aly,Saya pikir itu hanyalah pabrik orang kaya yang sama,4,2018
Irfan Purwanto,Ulasan Positive,4,2024
Rahayu Choirunnisa,Ulasan Positive,4,2024
Fajr Mufadhol,Tempat yang bagus untuk bersantai,4,2021
Yohanes Vincent,Ulasan Positive,4,2024
Friedman Sangapta Bangun,Ulasan Positive,4,2023
Fajar Wira,Ulasan Positive,4,2023
Fitri Fatimah01,Ulasan Positive,4,2023
WHS Willm,tingkat 5,4,2019
sarah raissa,Ulasan Positive,4,2023
SmallBear,Ulasan Positive,4,2023
annisa galeria,jadi keju,4,2021
jicaks,ayam api menyala  ,4,2018
M Haikal Anatama,Berjalan kaki,4,2018
Sri Rosmawan,Pdsss,4,2018
Harris Yudhanta,ayam kecil,4,2021
Almas Nitroboyman,gercep,4,2022
Winda Widiyanti,Mantava,4,2019
rian nichan,Bagus,4,2022
ervan centrino,Ulasan Positive,4,2023
yunia damayanti,Richeese Factory selalu yahuuudd,4,2017
Sekar Wulan_,Oke,4,2018
Life Journey,Mobil parkir yang luas,4,2018
Nur Machfud,Bersih & nyaman,4,2021
Fitrika Andayani,Bagus,4,2019
Wildan isra',Bagus,4,2019
M Ibnu Darmawan,Bagus,4,2018
Agung Tri Wicaksono,Bagus,4,2018
KIDS HALILINTAR,Ulasan Positive,4,2023
Bayu Buana,"Bagus dan nyaman,",4,2018
Alenka Badzlin,Makanan enak,4,2019
kuya tikusruk,cukup pedas,4,2019
Nico Setiawan,Ulasan Positive,4,2023
Yuwanto Joe,Ulasan Positive,4,2023
Fajar Kevin Bahari,Makan,4,2020
Ezhar Pratama Ruchdiat,Ulasan Positive,4,2023
Sebastian Matheus,Tempat yang bagus,4,2019
Farid Hidayat,Pertama,4,2018
Syamsul Bachrie,Enak.... ,4,2019
Irvan Suparman,Ulasan Positive,4,2021
Ahmad Riza,Muanntaaaapz,4,2019
tri muljono,Ulasan Positive,4,2025
Fernando Siahaan,Ulasan Positive,4,2025
Yakobus Yossy Darmawan,Ulasan Positive,4,2025
G Andrianto,Ulasan Positive,4,2024
Abdul Malik .Azel,Ulasan Positive,4,2024
Orri Arbani,Ulasan Positive,4,2024
Konita Chitra Yolanda,Ulasan Positive,4,2025
asa kujaku,Ulasan Positive,4,2024
Irfan agustian,Ulasan Positive,4,2024
Silmi Hafida K.,Ulasan Positive,4,2024
Muhammad Hanif Budiman,Ulasan Positive,4,2024
Danny Loise,Ulasan Positive,4,2024
Arman Mulyanto,Ulasan Positive,4,2024
dwi riyatin,Ulasan Positive,4,2024
Ahmad Hamid,Ulasan Positive,4,2024
Ade Badrun,Ulasan Positive,4,2023
hani dewayani,Ulasan Positive,4,2023
Sigit A Wibowo,Ulasan Positive,4,2023
Maria Stefany Pasaribu,Ulasan Positive,4,2023
Novita Sari,Ulasan Positive,4,2023
Firda Fairuz,Ulasan Positive,4,2023
Maria Eprila,Ulasan Positive,4,2023
fatihah adinda,Ulasan Positive,4,2023
Abank Ichal,Ulasan Positive,4,2023
Nur Aini,Ulasan Positive,4,2023
mas bro ajah,Ulasan Positive,4,2023
Firda Fauziah,Ulasan Positive,4,2023
Lisna Arifiani,Ulasan Positive,4,2022
Santri Bella Pertiwi,Ulasan Positive,4,2022
I am BROTHER'S,Ulasan Positive,4,2022
Tubagus Mochamad Rizky,Ulasan Positive,4,2022
nofri sahmedi,Ulasan Positive,4,2022
hary FDT,Ulasan Positive,4,2022
LKM ARTHA CAB. TELUKNAGA,"Nice, saya apresiasi suasana & kebersihan nya. Ternyata sekarang bisa untuk birhday jugaUntuk service & makanan masih konsisten  ",5,2025
Inne Agusta,Pelayanan ramah ...bersih ruangannya  toilet maupun wastafel......makan dine  in - nya jadi nyaman bikin betah...,5,2025
Basyir Zaki M,"Parkiran luas sekali, bisa muat banyak kendaraan baik mobil maupun motor.Tempat makan luas dan banyak, sehingga dapat menampung banyak pelanggan. ",5,2024
Annisa Zahra A,"saus ny enak banget, porsi nya besar, saus keju nya dapet banyak ",5,2025
Erika Qirana Permata Sari,"Enakk Pelayanannya ramahhhhh, minta tambah keju 3 di kasih jugaa jadi dapet 4 mwehhee ",5,2025
Udin Aleh,Makin nyaman bae ni tempatnya mantap,5,2025
Leon Agusto,"Sauce kejunya de best sih Nikmat sekali bila dipadukan dengan ayam yg spicy gitu Ditambah dengan pink lava yg memang menjadi cirikhas richeese, muaaanntaaapp poooll  ",5,2024
Sani Aksan,"Tempat Parkir Luas, tempat makan nyaman karena tidak crowded, sayang tempat duduk sofanya cuma sedikit. For the first time saya nyobain yang original, nampaknya saya salah pilih. Ternyata rasanya plain banget dan keras. Next time cobain yang non original.",5,2023
Novita Sari,"Pedesnya zuperr, oia klo lg dingin AC druangan kecilin apa y, gede bgt, mn dingin lg",5,2025
Wenang Paramartha,Gedung restoran besar dan megah. Parkir sangat luas.Tersedia area di lantai 1 dan 2. Ada area privat untuk acara ulang tahun anak-anak. ,5,2020
Dea,"Favorite banget level 2 aja udh matabbbb, ayamnya juicy, pink lavanya bestt , karyawannnya toppp full senyum",5,2024
Irwanesia,"Pengalaman pesan antar, packaging simple dengan tas ramah lingkungan. Pesan level 3 pedasnya pas. Kalau level tinggi ga kuat keringetannya",5,2022
ramanda off,Mantap pelayanannya.besok makan disini lagi ah ,5,2025
I Love Bird,"Rasa ayamnya enak. Walaupun dilumur sauce pedas kulit ayamnya ttp Crispy diluar, lembut di dalam. Tempatnya bersih, tapi terlihat agak redup aja dr luar, pdhl di dlm byk antrian ojol.",5,2022
The Robotron,Pertama kali nyobain fire chicken richeese factory. Kebetulan tadi lagi promo beli combo fire chicken bisa dapet tambahan ayam dg nambah goceng doank. Cuma sanggup nyobain level 1 & 2. Dan rasanya enak  ,5,2019
Aditya Yuniari,"Pelayanannya jauh lebih baik ya sekarang.Saya pesan lewat gofood tapi ada yang tertinggal, dan di antarkan sama pegawai recheesenya, padahal hanya cream soup dan nasi. ",5,2025
Anggie Deswita Rahayu,Setelah renovasi bangunan nya baru enakNyaman  buat nongkrong,5,2025
Desi Leyony,"udah langganan kalau beli richesse pasti disini, walaupun ada outlet yg lebih deket ",5,2024
Shinta Anggari Ayuningtyas,"Tempat parkir luas, pelayanan ramah, untuk dine in juga cukup besar karna ada 2 lantai",5,2023
Le Gimin Bae Bae,Gak suka karna di minta palkir tiap x datang..tolong dong hargai ojol ongkos 9600 ngantri lma udah mau jln di minta uang palkir tolong ya pihak resto ojol jangn di tarik palkir mkasih,5,2021
Devi Findrianti,"Ayamnya enak, menu pompom nya juga enak. tempat nya nyaman, parkirannya luas.Bisa makan di lantai atas.",5,2024
Adly Muhammad,"Baru selesai Renovasi, lebih bagus sekarang tempatnya, bersih juga tempatnya.",5,2025
muhamad ridwan,"Lokasi strategis, ramai, menu pilihan kejunya variatif, yang pasti nya pake rasa pedas tinggal pilih aja level nya.. yummy..",5,2023
Kinjeng Prakoso,"Restonya bersih, karyawannya rajin.Tp sayag bgt resto sbagus ini ga ada musholahnya.",5,2024
Ricky Richmond,Kalau pas buka puasa...antrinya gak tahan... 30 menit... Mending pake go food... Tapi richese ini favorit anak....,5,2019
Void Aztec,Tempat nya nyaman dan makanannya enak,5,2024
Rizki Akbar,"Sekarang Richeese banyak menu barunya, dari Ice Cream Richoco hingga Burger Atomic/Nuclear yang sangat pedas sedap rasanya, pelayanan terbaik membuat kita menikmati tempat dengan nyaman dan aman apalagi ac-nya yang sejuk, bisa minta extra cheese buat yg pecinta keju, pink lavanya the best, pokoknya pedasnyaaaa sedaaap",5,2022
Muhamd ardi Syihab,Pelayanan sangat baik areanya bersih,5,2025
Navila Aurorae,Untuk makanan enak tapi untuk tempat kurang karena panas,5,2024
Audrey Lay,"Tempatnya luas dan nyaman, tempat parkir jg luas, makanan dan minumannua enak.",5,2020
Eko Budi Utomo,"Ayamnya pedas banget, ampun dech. Tapi enak Kok",5,2020
shofie nurcahaya_12,kasir nya ramahh,5,2025
Delsa Ramadhani,Hai  semua aku suka bgt loh makan disiini karna selain nyaman dan Pelayanannya ramah makanan nya juga perfect jadi aku sukak kesini ,5,2019
Eka Puspasari Dewi,Tempat nya enak dan nyaman sih yaa. Cuma disayangkan sekali gaada tisu,5,2024
